sim,sample_size,sensitivity,specificity,misrate,p,p_min,p_max,overall_or,or_t,theta0,theta1_true,theta1,virus
10000,107,0.975,0.975,0.25,0.0955,0.089738595705251,0.101261404294749,0.581967874206776,0.646464646464646,0.925233644859813,0.888888888888889,0.878076323987539,EBV
10000,107,0.975,0.975,0.26,0.0995,0.0936321935579905,0.105367806442009,0.583850117160674,0.646464646464646,0.925233644859813,0.888888888888889,0.878421599169263,EBV
10000,107,0.975,0.975,0.27,0.0965,0.0907117122110362,0.102288287788964,0.585743081471041,0.646464646464646,0.925233644859813,0.888888888888889,0.878766874350986,EBV
10000,107,0.975,0.975,0.28,0.0923,0.0866259337945997,0.0979740662054003,0.587646859003643,0.646464646464646,0.925233644859813,0.888888888888889,0.87911214953271,EBV
10000,107,0.975,0.975,0.29,0.0958,0.0900305105104624,0.101569489489538,0.589561542676783,0.646464646464646,0.925233644859813,0.888888888888889,0.879457424714434,EBV
10000,107,0.975,0.975,0.3,0.0917,0.0860425372185133,0.0973574627814867,0.591487226476427,0.646464646464646,0.925233644859813,0.888888888888889,0.879802699896158,EBV
10000,107,0.975,0.975,0.31,0.084,0.0785623686537104,0.0894376313462896,0.593424005471571,0.646464646464646,0.925233644859813,0.888888888888889,0.880147975077881,EBV
10000,107,0.975,0.975,0.32,0.0865,0.080989579892125,0.0920104201078749,0.595371975829898,0.646464646464646,0.925233644859813,0.888888888888889,0.880493250259605,EBV
10000,107,0.975,0.975,0.33,0.0911,0.0854592140383745,0.0967407859616256,0.597331234833685,0.646464646464646,0.925233644859813,0.888888888888889,0.880838525441329,EBV
10000,107,0.975,0.975,0.34,0.0836,0.0781741465483011,0.0890258534516988,0.599301880896008,0.646464646464646,0.925233644859813,0.888888888888889,0.881183800623053,EBV
10000,107,0.975,0.975,0.35,0.0827,0.0773007823833029,0.0880992176166971,0.60128401357721,0.646464646464646,0.925233644859813,0.888888888888889,0.881529075804777,EBV
10000,107,0.975,0.975,0.36,0.084,0.0785623686537104,0.0894376313462896,0.603277733601675,0.646464646464646,0.925233644859813,0.888888888888889,0.8818743509865,EBV
10000,107,0.975,0.975,0.37,0.0802,0.0748757766297688,0.0855242233702312,0.605283142874891,0.646464646464646,0.925233644859813,0.888888888888889,0.882219626168224,EBV
10000,107,0.975,0.975,0.38,0.0817,0.0763306007097713,0.0870693992902287,0.607300344500804,0.646464646464646,0.925233644859813,0.888888888888889,0.882564901349948,EBV
10000,107,0.975,0.975,0.39,0.0727,0.0676102117364696,0.0777897882635304,0.6093294427995,0.646464646464646,0.925233644859813,0.888888888888889,0.882910176531672,EBV
10000,107,0.975,0.975,0.4,0.0803,0.074972747933716,0.085627252066284,0.61137054332518,0.646464646464646,0.925233644859813,0.888888888888889,0.883255451713396,EBV
10000,107,0.975,0.975,0.41,0.0756,0.0704178110159748,0.0807821889840252,0.613423752884465,0.646464646464646,0.925233644859813,0.888888888888889,0.883600726895119,EBV
10000,107,0.975,0.975,0.42,0.0789,0.0736153738022047,0.0841846261977953,0.615489179555035,0.646464646464646,0.925233644859813,0.888888888888889,0.883946002076843,EBV
10000,107,0.975,0.975,0.43,0.0736,0.0684812895797555,0.0787187104202445,0.617566932704578,0.646464646464646,0.925233644859813,0.888888888888889,0.884291277258567,EBV
10000,107,0.975,0.975,0.44,0.0712,0.066158921262473,0.076241078737527,0.619657123010109,0.646464646464646,0.925233644859813,0.888888888888889,0.884636552440291,EBV
10000,107,0.975,0.975,0.45,0.0723,0.0672231385953824,0.0773768614046176,0.621759862477614,0.646464646464646,0.925233644859813,0.888888888888889,0.884981827622014,EBV
10000,107,0.975,0.975,0.46,0.0741,0.0689653183010752,0.0792346816989248,0.623875264462062,0.646464646464646,0.925233644859813,0.888888888888889,0.885327102803738,EBV
10000,107,0.975,0.975,0.47,0.068,0.0630650268608891,0.072934973139111,0.626003443687769,0.646464646464646,0.925233644859813,0.888888888888889,0.885672377985462,EBV
10000,107,0.975,0.975,0.48,0.0707,0.0656753009392856,0.0757246990607144,0.628144516269146,0.646464646464646,0.925233644859813,0.888888888888889,0.886017653167186,EBV
10000,107,0.975,0.975,0.49,0.0684,0.0634515957477559,0.0733484042522442,0.630298599731812,0.646464646464646,0.925233644859813,0.888888888888889,0.886362928348909,EBV
10000,107,0.975,0.975,0.5,0.0702,0.0651917533682057,0.0752082466317943,0.632465813034099,0.646464646464646,0.925233644859813,0.888888888888889,0.886708203530633,EBV
10000,107,0.975,0.975,0.51,0.0688,0.0638382133827859,0.0737617866172141,0.634646276588952,0.646464646464646,0.925233644859813,0.888888888888889,0.887053478712357,EBV
10000,107,0.975,0.975,0.52,0.0645,0.0596846913028063,0.0693153086971937,0.636840112286232,0.646464646464646,0.925233644859813,0.888888888888889,0.887398753894081,EBV
10000,107,0.975,0.975,0.53,0.0677,0.0627751324265929,0.0726248675734071,0.639047443515425,0.646464646464646,0.925233644859813,0.888888888888889,0.887744029075805,EBV
10000,107,0.975,0.975,0.54,0.0655,0.0606501011223051,0.0703498988776949,0.641268395188781,0.646464646464646,0.925233644859813,0.888888888888889,0.888089304257528,EBV
10000,107,0.975,0.975,0.55,0.0619,0.0571761916106244,0.0666238083893756,0.643503093764873,0.646464646464646,0.925233644859813,0.888888888888889,0.888434579439252,EBV
10000,107,0.975,0.975,0.56,0.0658,0.0609397874904396,0.0706602125095604,0.645751667272605,0.646464646464646,0.925233644859813,0.888888888888889,0.888779854620976,EBV
10000,107,0.975,0.975,0.57,0.0637,0.0589126011791119,0.0684873988208881,0.648014245335654,0.646464646464646,0.925233644859813,0.888888888888889,0.8891251298027,EBV
10000,107,0.975,0.975,0.58,0.0627,0.057947791797778,0.067452208202222,0.650290959197386,0.646464646464646,0.925233644859813,0.888888888888889,0.889470404984424,EBV
10000,107,0.975,0.975,0.59,0.0605,0.0558264331389891,0.0651735668610109,0.652581941746231,0.646464646464646,0.925233644859813,0.888888888888889,0.889815680166147,EBV
10000,107,0.975,0.975,0.6,0.0583,0.0537068255196558,0.0628931744803442,0.654887327541546,0.646464646464646,0.925233644859813,0.888888888888889,0.890160955347871,EBV
10000,107,0.975,0.975,0.61,0.0613,0.0565976383504368,0.0660023616495632,0.657207252839944,0.646464646464646,0.925233644859813,0.888888888888889,0.890506230529595,EBV
10000,107,0.975,0.975,0.62,0.0626,0.057851329653528,0.067348670346472,0.659541855622153,0.646464646464646,0.925233644859813,0.888888888888889,0.890851505711319,EBV
10000,107,0.975,0.975,0.63,0.0556,0.0511080204998171,0.0600919795001829,0.661891275620368,0.646464646464646,0.925233644859813,0.888888888888889,0.891196780893042,EBV
